,Area.of.residence,variable,value
11739,E02006430,Area.of.workplace,E02000020
11740,E02000619,Area.of.workplace,E02000020
11741,E02006853,Area.of.workplace,E02000020
11742,E02004861,Area.of.workplace,E02000020
11743,E02000870,Area.of.workplace,E02000020
11744,E02004560,Area.of.workplace,E02000020
11745,E02000783,Area.of.workplace,E02000020
11746,E02000485,Area.of.workplace,E02000020
11747,E02000313,Area.of.workplace,E02000020
11748,E02000652,Area.of.workplace,E02000020
11749,E02004532,Area.of.workplace,E02000020
11750,E02000861,Area.of.workplace,E02000020
11751,E02000212,Area.of.workplace,E02000020
11752,E02004561,Area.of.workplace,E02000020
11753,E02003474,Area.of.workplace,E02000020
11754,E02004585,Area.of.workplace,E02000020
11755,E02000303,Area.of.workplace,E02000020
11756,E02004433,Area.of.workplace,E02000020
11757,E02004473,Area.of.workplace,E02000020
11758,E02000466,Area.of.workplace,E02000020
11759,E02003291,Area.of.workplace,E02000020
11760,E02004494,Area.of.workplace,E02000020
11761,E02000403,Area.of.workplace,E02000020
11762,E02003298,Area.of.workplace,E02000020
11763,E02000003,Area.of.workplace,E02000020
11764,E02003313,Area.of.workplace,E02000020
11765,E02006559,Area.of.workplace,E02000020
11766,E02000894,Area.of.workplace,E02000020
11767,E02003282,Area.of.workplace,E02000020
11768,E02000056,Area.of.workplace,E02000020
11769,E02003737,Area.of.workplace,E02000020
11770,E02000920,Area.of.workplace,E02000020
11771,E02000314,Area.of.workplace,E02000020
11772,E02005087,Area.of.workplace,E02000020
11773,E02000467,Area.of.workplace,E02000020
11774,E02000887,Area.of.workplace,E02000020
11775,E02000700,Area.of.workplace,E02000020
11776,E02000112,Area.of.workplace,E02000020
11777,E02004442,Area.of.workplace,E02000020
11778,E02000295,Area.of.workplace,E02000020
11779,E02000481,Area.of.workplace,E02000020
11780,E02000755,Area.of.workplace,E02000020
11781,E02000910,Area.of.workplace,E02000020
11782,E02000479,Area.of.workplace,E02000020
11783,E02000275,Area.of.workplace,E02000020
11784,E02000331,Area.of.workplace,E02000020
11785,E02000830,Area.of.workplace,E02000020
11786,E02000078,Area.of.workplace,E02000020
11787,E02000742,Area.of.workplace,E02000020
11788,E02003312,Area.of.workplace,E02000020
11789,E02004427,Area.of.workplace,E02000020
11790,E02000903,Area.of.workplace,E02000020
11791,E02003293,Area.of.workplace,E02000020
11792,E02004452,Area.of.workplace,E02000020
11793,E02000136,Area.of.workplace,E02000020
11794,E02000297,Area.of.workplace,E02000020
11795,E02000482,Area.of.workplace,E02000020
11796,E02003285,Area.of.workplace,E02000020
11797,E02000759,Area.of.workplace,E02000020
11798,E02000283,Area.of.workplace,E02000020
11799,E02000351,Area.of.workplace,E02000020
11800,E02000902,Area.of.workplace,E02000020
11801,E02004468,Area.of.workplace,E02000020
11802,E02000814,Area.of.workplace,E02000020
11803,E02004596,Area.of.workplace,E02000020
11804,E02000880,Area.of.workplace,E02000020
11805,E02000240,Area.of.workplace,E02000020
11806,E02004570,Area.of.workplace,E02000020
11807,E02000833,Area.of.workplace,E02000020
11808,E02000736,Area.of.workplace,E02000020
11809,E02000153,Area.of.workplace,E02000020
11810,E02000810,Area.of.workplace,E02000020
11811,E02005088,Area.of.workplace,E02000020
11812,E02000010,Area.of.workplace,E02000020
11813,E02003344,Area.of.workplace,E02000020
11814,E02000492,Area.of.workplace,E02000020
11815,E02000886,Area.of.workplace,E02000020
11816,E02000079,Area.of.workplace,E02000020
11817,E02004900,Area.of.workplace,E02000020
11818,E02000023,Area.of.workplace,E02000020
11819,E02000021,Area.of.workplace,E02000020
11820,E02005370,Area.of.workplace,E02000020
11821,E02000722,Area.of.workplace,E02000020
11822,E02000307,Area.of.workplace,E02000020
11823,E02000750,Area.of.workplace,E02000020
11824,E02000912,Area.of.workplace,E02000020
11825,E02000738,Area.of.workplace,E02000020
11826,E02004443,Area.of.workplace,E02000020
11827,E02000935,Area.of.workplace,E02000020
11828,E02003347,Area.of.workplace,E02000020
11829,E02000016,Area.of.workplace,E02000020
11830,E02005058,Area.of.workplace,E02000020
11831,E02004599,Area.of.workplace,E02000020
11832,E02000296,Area.of.workplace,E02000020
11833,E02000473,Area.of.workplace,E02000020
11834,E02004504,Area.of.workplace,E02000020
11835,E02004598,Area.of.workplace,E02000020
11836,E02004445,Area.of.workplace,E02000020
11837,E02000027,Area.of.workplace,E02000020
11838,E02000036,Area.of.workplace,E02000020
11839,E02000192,Area.of.workplace,E02000020
11840,E02000012,Area.of.workplace,E02000020
11841,E02000749,Area.of.workplace,E02000020
11842,E02000874,Area.of.workplace,E02000020
11843,E02004941,Area.of.workplace,E02000020
11844,E02000737,Area.of.workplace,E02000020
11845,E02000730,Area.of.workplace,E02000020
11846,E02000106,Area.of.workplace,E02000020
11847,E02000646,Area.of.workplace,E02000020
11848,E02000751,Area.of.workplace,E02000020
11849,E02004530,Area.of.workplace,E02000020
11850,E02006927,Area.of.workplace,E02000020
11851,E02000433,Area.of.workplace,E02000020
11852,E02000421,Area.of.workplace,E02000020
11853,E02003636,Area.of.workplace,E02000020
11854,E02000483,Area.of.workplace,E02000020
11855,E02004845,Area.of.workplace,E02000020
11856,E02000211,Area.of.workplace,E02000020
11857,E02003294,Area.of.workplace,E02000020
11858,E02000157,Area.of.workplace,E02000020
11859,E02000876,Area.of.workplace,E02000020
11860,E02003281,Area.of.workplace,E02000020
11861,E02000813,Area.of.workplace,E02000020
11862,E02005031,Area.of.workplace,E02000020
11863,E02000009,Area.of.workplace,E02000020
11864,E02004484,Area.of.workplace,E02000020
11865,E02000491,Area.of.workplace,E02000020
11866,E02000757,Area.of.workplace,E02000020
11867,E02002135,Area.of.workplace,E02000020
11868,E02000299,Area.of.workplace,E02000020
11869,E02000286,Area.of.workplace,E02000020
11870,E02004464,Area.of.workplace,E02000020
11871,E02003340,Area.of.workplace,E02000020
11872,E02003303,Area.of.workplace,E02000020
11873,E02000480,Area.of.workplace,E02000020
11874,E02000374,Area.of.workplace,E02000020
11875,E02003955,Area.of.workplace,E02000020
11876,E02000572,Area.of.workplace,E02000020
11877,E02005432,Area.of.workplace,E02000020
11878,E02006928,Area.of.workplace,E02000020
11879,E02006929,Area.of.workplace,E02000020
11880,E02000613,Area.of.workplace,E02000020
11881,E02000089,Area.of.workplace,E02000020
11882,E02000729,Area.of.workplace,E02000020
11883,E02000318,Area.of.workplace,E02000020
11884,E02006922,Area.of.workplace,E02000020
11885,E02003336,Area.of.workplace,E02000020
11886,E02003289,Area.of.workplace,E02000020
11887,E02004852,Area.of.workplace,E02000020
11888,E02005064,Area.of.workplace,E02000020
11889,E02000487,Area.of.workplace,E02000020
11890,E02003301,Area.of.workplace,E02000020
11891,E02000818,Area.of.workplace,E02000020
11892,E02000717,Area.of.workplace,E02000020
11893,E02006786,Area.of.workplace,E02000020
11894,E02000300,Area.of.workplace,E02000020
11895,E02000967,Area.of.workplace,E02000020
11896,E02000772,Area.of.workplace,E02000020
11897,E02004439,Area.of.workplace,E02000020
11898,E02006236,Area.of.workplace,E02000020
11899,E02000376,Area.of.workplace,E02000020
11900,E02006021,Area.of.workplace,E02000020
11901,E02005099,Area.of.workplace,E02000020
11902,E02004434,Area.of.workplace,E02000020
11903,E02000732,Area.of.workplace,E02000020
11904,E02000728,Area.of.workplace,E02000020
11905,E02000489,Area.of.workplace,E02000020
11906,E02006918,Area.of.workplace,E02000020
11907,E02004857,Area.of.workplace,E02000020
11908,E02000203,Area.of.workplace,E02000020
11909,E02003292,Area.of.workplace,E02000020
11910,E02004426,Area.of.workplace,E02000020
11911,E02003305,Area.of.workplace,E02000020
11912,E02005091,Area.of.workplace,E02000020
11913,E02004428,Area.of.workplace,E02000020
11914,E02000893,Area.of.workplace,E02000020
11915,E02000916,Area.of.workplace,E02000020
11916,E02004539,Area.of.workplace,E02000020
11917,E02000716,Area.of.workplace,E02000020
11918,E02000896,Area.of.workplace,E02000020
11919,E02000040,Area.of.workplace,E02000020
11920,E02004537,Area.of.workplace,E02000020
11921,E02004470,Area.of.workplace,E02000020
11922,E02000477,Area.of.workplace,E02000020
11923,E02000360,Area.of.workplace,E02000020
11924,E02000803,Area.of.workplace,E02000020
11925,E02006478,Area.of.workplace,E02000020
11926,E02004503,Area.of.workplace,E02000020
11927,E02005512,Area.of.workplace,E02000020
11928,E02004849,Area.of.workplace,E02000020
11929,E02000812,Area.of.workplace,E02000020
11930,E02000641,Area.of.workplace,E02000020
11931,E02000904,Area.of.workplace,E02000020
11932,E02000681,Area.of.workplace,E02000020
11933,E02003307,Area.of.workplace,E02000020
11934,E02000493,Area.of.workplace,E02000021
11935,E02000824,Area.of.workplace,E02000021
11936,E02004488,Area.of.workplace,E02000021
11937,E02004851,Area.of.workplace,E02000021
11938,E02000720,Area.of.workplace,E02000021
11939,E02000070,Area.of.workplace,E02000021
11940,E02004471,Area.of.workplace,E02000021
11941,E02000468,Area.of.workplace,E02000021
11942,E02006793,Area.of.workplace,E02000021
11943,E02005068,Area.of.workplace,E02000021
11944,E02000885,Area.of.workplace,E02000021
11945,E02000249,Area.of.workplace,E02000021
11946,E02004522,Area.of.workplace,E02000021
11947,E02006550,Area.of.workplace,E02000021
11948,E02001142,Area.of.workplace,E02000021
11949,E02003314,Area.of.workplace,E02000021
11950,E02006785,Area.of.workplace,E02000021
11951,E02005097,Area.of.workplace,E02000021
11952,E02000673,Area.of.workplace,E02000021
11953,E02000029,Area.of.workplace,E02000021
11954,E02004457,Area.of.workplace,E02000021
11955,E02004495,Area.of.workplace,E02000021
11956,E02004545,Area.of.workplace,E02000021
11957,E02000832,Area.of.workplace,E02000021
11958,E02000157,Area.of.workplace,E02000021
11959,E02003281,Area.of.workplace,E02000021
11960,E02005607,Area.of.workplace,E02000021
11961,E02000679,Area.of.workplace,E02000021
11962,E02000071,Area.of.workplace,E02000021
11963,E02000317,Area.of.workplace,E02000021
11964,E02006882,Area.of.workplace,E02000021
11965,E02004535,Area.of.workplace,E02000021
11966,E02000913,Area.of.workplace,E02000021
11967,E02004487,Area.of.workplace,E02000021
11968,E02000090,Area.of.workplace,E02000021
11969,E02005039,Area.of.workplace,E02000021
11970,E02000470,Area.of.workplace,E02000021
11971,E02003304,Area.of.workplace,E02000021
11972,E02005130,Area.of.workplace,E02000021
11973,E02000490,Area.of.workplace,E02000021
11974,E02005096,Area.of.workplace,E02000021
11975,E02006288,Area.of.workplace,E02000021
11976,E02005124,Area.of.workplace,E02000021
11977,E02000564,Area.of.workplace,E02000021
11978,E02000922,Area.of.workplace,E02000021
11979,E02000655,Area.of.workplace,E02000021
11980,E02005060,Area.of.workplace,E02000021
11981,E02000768,Area.of.workplace,E02000021
11982,E02000809,Area.of.workplace,E02000021
11983,E02005042,Area.of.workplace,E02000021
11984,E02004568,Area.of.workplace,E02000021
11985,E02000767,Area.of.workplace,E02000021
11986,E02003605,Area.of.workplace,E02000021
11987,E02000667,Area.of.workplace,E02000021
11988,E02000877,Area.of.workplace,E02000021
11989,E02005012,Area.of.workplace,E02000021
11990,E02003328,Area.of.workplace,E02000021
11991,E02000045,Area.of.workplace,E02000021
11992,E02000486,Area.of.workplace,E02000021
11993,E02000918,Area.of.workplace,E02000021
11994,E02000568,Area.of.workplace,E02000021
11995,E02003327,Area.of.workplace,E02000021
11996,E02000731,Area.of.workplace,E02000021
11997,E02000328,Area.of.workplace,E02000021
11998,E02000622,Area.of.workplace,E02000021
11999,E02000829,Area.of.workplace,E02000021
12000,E02006258,Area.of.workplace,E02000021
12001,E02003315,Area.of.workplace,E02000021
12002,E02000706,Area.of.workplace,E02000021
12003,E02006341,Area.of.workplace,E02000021
12004,E02000015,Area.of.workplace,E02000021
12005,E02000359,Area.of.workplace,E02000021
12006,E02000891,Area.of.workplace,E02000021
12007,E02000341,Area.of.workplace,E02000021
12008,E02000676,Area.of.workplace,E02000021
12009,E02000139,Area.of.workplace,E02000021
12010,E02004579,Area.of.workplace,E02000021
12011,E02000132,Area.of.workplace,E02000021
12012,E02003321,Area.of.workplace,E02000021
12013,E02000294,Area.of.workplace,E02000021
12014,E02006615,Area.of.workplace,E02000021
12015,E02000423,Area.of.workplace,E02000021
12016,E02005032,Area.of.workplace,E02000021
12017,E02000745,Area.of.workplace,E02000021
12018,E02004999,Area.of.workplace,E02000021
12019,E02004469,Area.of.workplace,E02000021
12020,E02000741,Area.of.workplace,E02000021
12021,E02000850,Area.of.workplace,E02000021
12022,E02000357,Area.of.workplace,E02000021
12023,E02004910,Area.of.workplace,E02000021
12024,E02000638,Area.of.workplace,E02000021
12025,E02003517,Area.of.workplace,E02000021
12026,E02005029,Area.of.workplace,E02000021
12027,E02005061,Area.of.workplace,E02000021
12028,E02000674,Area.of.workplace,E02000021
12029,E02005077,Area.of.workplace,E02000021
12030,E02000890,Area.of.workplace,E02000021
12031,E02006926,Area.of.workplace,E02000021
12032,E02000415,Area.of.workplace,E02000021
12033,E02005156,Area.of.workplace,E02000021
12034,E02005126,Area.of.workplace,E02000021
12035,E02004505,Area.of.workplace,E02000021
12036,E02003790,Area.of.workplace,E02000021
12037,E02000181,Area.of.workplace,E02000021
12038,E02003482,Area.of.workplace,E02000021
12039,E02004478,Area.of.workplace,E02000021
12040,E02000696,Area.of.workplace,E02000021
12041,E02004480,Area.of.workplace,E02000021
12042,E02003326,Area.of.workplace,E02000021
12043,E02002897,Area.of.workplace,E02000021
12044,E02004481,Area.of.workplace,E02000021
12045,E02003295,Area.of.workplace,E02000021
12046,E02004489,Area.of.workplace,E02000021
12047,E02003628,Area.of.workplace,E02000021
12048,E02002137,Area.of.workplace,E02000021
12049,E02000353,Area.of.workplace,E02000021
12050,E02004552,Area.of.workplace,E02000021
12051,E02000565,Area.of.workplace,E02000021
12052,E02005081,Area.of.workplace,E02000021
12053,E02005082,Area.of.workplace,E02000021
12054,E02005155,Area.of.workplace,E02000021
12055,E02000770,Area.of.workplace,E02000021
12056,E02000428,Area.of.workplace,E02000021
12057,E02000011,Area.of.workplace,E02000021
12058,E02004984,Area.of.workplace,E02000021
12059,E02004543,Area.of.workplace,E02000021
12060,E02000440,Area.of.workplace,E02000021
12061,E02006239,Area.of.workplace,E02000021
12062,E02004431,Area.of.workplace,E02000021
12063,E02003337,Area.of.workplace,E02000021
12064,E02004432,Area.of.workplace,E02000021
12065,E02006237,Area.of.workplace,E02000021
12066,W02000237,Area.of.workplace,E02000021
12067,E02004474,Area.of.workplace,E02000021
12068,E02000899,Area.of.workplace,E02000021
12069,E02006859,Area.of.workplace,E02000021
12070,E02000019,Area.of.workplace,E02000021
12071,E02002107,Area.of.workplace,E02000021
12072,E02003627,Area.of.workplace,E02000021
12073,E02000744,Area.of.workplace,E02000021
12074,E02000763,Area.of.workplace,E02000021
12075,E02000194,Area.of.workplace,E02000021
12076,E02000867,Area.of.workplace,E02000021
12077,E02000488,Area.of.workplace,E02000021
12078,E02000900,Area.of.workplace,E02000021
12079,E02000469,Area.of.workplace,E02000021
12080,E02006247,Area.of.workplace,E02000021
12081,E02005161,Area.of.workplace,E02000021
12082,E02000278,Area.of.workplace,E02000021
12083,E02004529,Area.of.workplace,E02000021
12084,E02003280,Area.of.workplace,E02000021
12085,E02006526,Area.of.workplace,E02000021
12086,E02006390,Area.of.workplace,E02000021
12087,E02003324,Area.of.workplace,E02000021
12088,E02005036,Area.of.workplace,E02000021
12089,E02000756,Area.of.workplace,E02000021
12090,E02004848,Area.of.workplace,E02000021
12091,E02000823,Area.of.workplace,E02000021
12092,E02000005,Area.of.workplace,E02000021
12093,E02000087,Area.of.workplace,E02000021
12094,E02000777,Area.of.workplace,E02000021
12095,E02004465,Area.of.workplace,E02000021
12096,E02006930,Area.of.workplace,E02000021
12097,E02000014,Area.of.workplace,E02000021
12098,E02003351,Area.of.workplace,E02000021
12099,E02000671,Area.of.workplace,E02000021
12100,E02003317,Area.of.workplace,E02000021
12101,E02003296,Area.of.workplace,E02000021
12102,E02004444,Area.of.workplace,E02000021
12103,E02000083,Area.of.workplace,E02000021
12104,E02000107,Area.of.workplace,E02000021
12105,E02004566,Area.of.workplace,E02000021
12106,E02004595,Area.of.workplace,E02000021
12107,E02003300,Area.of.workplace,E02000021
12108,E02000715,Area.of.workplace,E02000021
12109,E02004555,Area.of.workplace,E02000021
12110,E02000102,Area.of.workplace,E02000021
12111,E02000753,Area.of.workplace,E02000021
12112,E02003316,Area.of.workplace,E02000021
12113,E02000350,Area.of.workplace,E02000021
12114,E02004572,Area.of.workplace,E02000021
12115,E02003286,Area.of.workplace,E02000021
12116,E02000672,Area.of.workplace,E02000021
12117,E02005033,Area.of.workplace,E02000021
12118,E02004458,Area.of.workplace,E02000021
12119,E02005074,Area.of.workplace,E02000021
12120,E02004477,Area.of.workplace,E02000021
12121,E02004887,Area.of.workplace,E02000021
12122,E02004467,Area.of.workplace,E02000021
12123,E02000842,Area.of.workplace,E02000021
12124,E02006131,Area.of.workplace,E02000021
12125,E02005063,Area.of.workplace,E02000021
12126,E02004461,Area.of.workplace,E02000021
